Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
2010-02-17,0.0,2043200.0,0.0,0.0,0.0,0.000234776,0,1.0,0.0,2.92e-05,2.527738215,0.0,0.0,31.78102218,0.0,241,244,41240,244,244,65173.13,36500.0,0.0
2010-02-18,0.0,2054650.0,0.0,0.0,0.0,0.000240913,0,1.0,0.0,2.88e-05,2.527738215,0.0,0.0,154.4638015,0.0,234,235,41475,235,235,18911.74,7413.0,0.0
2010-02-19,0.0,2063600.0,0.0,0.0,0.0,0.000227749,0,1.0,0.0,2.25e-05,2.527738215,0.0,0.0,1278.516635,0.0,185,183,41658,183,183,9749.98,700.0,0.0
2010-02-20,0.0,2074700.0,0.0,0.0,0.0,0.000218369,0,1.0,0.0,2.79e-05,2.527738215,0.0,0.0,22186.68799,0.0,224,224,41882,224,224,11150.03,50.0,0.0
2010-02-21,0.0,2085400.0,0.0,0.0,0.0,0.000233893,0,1.0,0.0,2.69e-05,2.527738215,0.0,0.0,689.1798759,0.0,218,218,42100,218,218,12266.83,1553.0,0.0
2010-02-22,0.0,2098150.0,0.0,0.0,0.0,0.000383961,0,1.0,0.0,3.2e-05,2.527738215,0.0,0.0,65.21405555,0.0,262,261,42361,261,261,32350.0,19551.0,0.0
2010-02-23,0.0,2110700.0,0.0,0.0,0.0,0.000216335,0,1.0,0.0,3.15e-05,2.527738215,0.0,0.0,25100.0,0.0,252,252,42613,252,252,12600.0,50.0,0.0
2010-02-24,0.0,2120200.0,0.0,0.0,0.0,0.000281721,0,1.0,0.0,3.57e-05,3.781179252,0.0,0.0,179.245283,0.0,195,196,42809,196,196,14800.0,5300.0,0.0
2010-02-25,0.0,2127600.0,0.0,0.0,0.0,0.000226905,0,1.0,0.0,2.78e-05,3.781179252,0.0,0.0,1057.142857,0.0,150,150,42959,150,150,8100.0,700.0,0.0
2010-02-26,0.0,2136100.0,0.0,0.0,0.0,0.000318676,0,1.0,0.0,3.2e-05,3.781179252,0.0,0.0,64.5820591,0.0,176,176,43135,176,176,29349.0,13162.0,0.0
2010-02-27,0.0,2144750.0,0.0,0.0,0.0,0.000223416,0,1.0,0.0,3.25e-05,3.781179252,0.0,0.0,1922.222222,0.0,176,176,43311,176,176,9101.0,450.0,0.0
2010-02-28,0.0,2152850.0,0.0,0.0,0.0,0.000291451,0,1.0,0.0,3.05e-05,3.781179252,0.0,0.0,154.2857143,0.0,165,165,43476,165,165,13399.0,5250.0,0.0
2010-03-01,0.0,2162150.0,0.0,0.0,0.0,0.000228226,0,1.0,0.0,3.5e-05,3.781179252,0.0,0.0,930.0,0.0,187,187,43663,187,187,10300.0,1000.0,0.0
2010-03-02,0.0,2171950.0,0.0,0.0,0.0,0.000248005,0,1.0,0.0,3.68e-05,3.781179252,0.0,0.0,376.9230769,0.0,203,204,43867,204,204,12400.0,2600.0,0.0
2010-03-03,0.0,2179350.0,0.0,0.0,0.0,0.000220128,0,1.0,0.0,2.78e-05,3.781179252,0.0,0.0,2960.0,0.0,150,151,44018,151,151,7650.0,250.0,0.0
2010-03-04,0.0,2188450.0,0.0,0.0,0.0,0.000295802,0,1.0,0.0,3.42e-05,3.781179252,0.0,0.0,88.34951456,0.0,187,187,44205,187,187,19400.0,10300.0,0.0
2010-03-05,0.0,2197200.0,0.0,0.0,0.0,0.000465874,0,1.0,0.0,3.29e-05,3.781179252,0.0,0.0,45.69190601,0.0,178,178,44383,178,178,27900.0,19150.0,0.0
2010-03-06,0.0,2206350.0,0.0,0.0,0.0,0.000275077,0,1.0,0.0,3.44e-05,3.781179252,0.0,0.0,38.69496065,0.0,187,188,44571,188,188,32797.39,23646.0,0.0
2010-03-07,0.0,2215000.0,0.0,0.0,0.0,0.00029489,0,1.0,0.0,3.25e-05,3.781179252,0.0,0.0,114.4964407,0.0,177,178,44749,178,178,16250.0,7555.0,0.0
2010-03-08,0.0,2221800.0,0.0,0.0,0.0,0.00037011,0,1.0,0.0,3.06e-05,4.53108175,0.0,0.0,75.46684009,0.0,143,141,44890,141,141,15845.18,9011.0,0.0
2010-03-09,0.0,2229200.0,0.0,0.0,0.0,0.000277486,0,1.0,0.0,3.33e-05,4.53108175,0.0,0.0,185.0,0.0,149,149,45039,149,149,11400.0,4000.0,0.0
2010-03-10,0.0,2236650.0,0.0,0.0,0.0,0.000232087,0,1.0,0.0,3.36e-05,4.53108175,0.0,0.0,551.4433753,0.0,153,152,45191,152,152,8850.0,1351.0,0.0
2010-03-11,0.0,2243950.0,0.0,0.0,0.0,0.000288479,0,1.0,0.0,3.29e-05,4.53108175,0.0,0.0,167.7775224,0.0,155,154,45345,154,154,11749.99,4351.0,0.0
2010-03-12,0.0,2249850.0,0.0,0.0,0.0,0.000220729,0,1.0,0.0,2.66e-05,4.53108175,0.0,0.0,2360.0,0.0,119,119,45464,119,119,6150.0,250.0,0.0
2010-03-13,0.0,2257750.0,0.0,0.0,0.0,0.000243582,0,1.0,0.0,3.56e-05,4.53108175,0.0,0.0,415.7894737,0.0,160,160,45624,160,160,9800.0,1900.0,0.0
2010-03-14,0.0,2264000.0,0.0,0.0,0.0,0.000227016,0,1.0,0.0,2.82e-05,4.53108175,0.0,0.0,403.2258065,0.0,127,127,45751,127,127,7800.0,1550.0,0.0
2010-03-15,0.0,2270200.0,0.0,0.0,0.0,0.000223758,0,1.0,0.0,2.79e-05,4.53108175,0.0,0.0,88571.42857,0.0,131,128,45879,128,128,6302.0,7.0,0.0
2010-03-16,0.0,2277000.0,0.0,0.0,0.0,0.000219162,0,1.0,0.0,3.06e-05,4.53108175,0.0,0.0,4533.333333,0.0,138,138,46017,138,138,6950.0,150.0,0.0
2010-03-17,0.0,2283150.0,0.0,0.0,0.0,0.000259171,0,1.0,0.0,2.77e-05,4.53108175,0.0,0.0,285.9135286,0.0,127,127,46144,127,127,8301.0,2151.0,0.0
2010-03-18,0.0,2290950.0,0.0,0.0,0.0,0.000224628,0,1.0,0.0,3.51e-05,4.53108175,0.0,0.0,3250.0,0.0,163,161,46305,161,161,8130.0,240.0,0.0
2010-03-19,0.0,2297600.0,0.0,0.0,0.0,0.000371008,0,1.0,0.0,3e-05,4.53108175,0.0,0.0,75.3968254,0.0,140,144,46449,144,144,15470.0,8820.0,0.0
2010-03-20,0.0,2307250.0,0.0,0.0,0.0,0.000267534,0,1.0,0.0,4.35e-05,4.53108175,0.0,0.0,249.6120021,0.0,204,203,46652,203,203,13696.0,3866.0,0.0
2010-03-21,0.0,2316300.0,0.0,0.0,0.0,0.000236398,0,1.0,0.0,4.08e-05,4.53108175,0.0,0.0,577.5366943,0.0,191,191,46843,191,191,11552.0,1567.0,0.0
2010-03-22,0.0,2325150.0,0.0,0.0,0.0,0.000246797,0,1.0,0.0,4.02e-05,4.56516291,0.0,0.0,333.9622642,0.0,184,186,47029,186,186,11500.0,2650.0,0.0
2010-03-23,0.0,2335400.0,0.0,0.0,0.0,0.000258741,0,1.0,0.0,4.65e-05,4.56516291,0.0,0.0,276.7712007,0.0,212,215,47244,215,215,13960.59,3703.0,0.0
2010-03-24,0.0,2344100.0,0.0,0.0,0.0,0.000239971,0,1.0,0.0,3.95e-05,4.56516291,0.0,0.0,651.031923,0.0,183,187,47431,187,187,10076.34,1336.0,0.0
2010-03-25,0.0,2353400.0,0.0,0.0,0.0,0.000432339,0,1.0,0.0,4.22e-05,4.56516291,0.0,0.0,37.95918367,0.0,196,197,47628,197,197,33800.0,24500.0,0.0
2010-03-26,0.0,2363150.0,0.0,0.0,0.0,0.000250985,0,1.0,0.0,4.43e-05,4.56516291,0.0,0.0,389.6820195,0.0,204,213,47841,213,213,12351.0,2502.0,0.0
2010-03-27,0.0,2371850.0,0.0,0.0,0.0,0.000256201,0,1.0,0.0,3.95e-05,4.56516291,0.0,0.0,205.9386066,0.0,183,182,48023,182,182,12950.0,4225.0,0.0
2010-03-28,0.0,2381550.0,0.0,0.0,0.0,0.000225974,0,1.0,0.0,4.4e-05,4.56516291,0.0,0.0,510.5263158,0.0,197,198,48221,198,198,11600.0,1900.0,0.0
2010-03-29,0.0,2391150.0,0.0,0.0,0.0,0.000261818,0,1.0,0.0,4.36e-05,4.56516291,0.0,0.0,263.0136986,0.0,199,205,48426,205,205,13250.0,3650.0,0.0
2010-03-30,0.0,2401700.0,0.0,0.0,0.0,0.000223147,0,1.0,0.0,4.79e-05,4.56516291,0.0,0.0,1918.181818,0.0,214,217,48643,217,217,11100.0,550.0,0.0
2010-03-31,0.0,2412050.0,0.0,0.0,0.0,0.000228614,0,1.0,0.0,4.7e-05,4.56516291,0.0,0.0,985.7142857,0.0,209,213,48856,213,213,11400.0,1050.0,0.0
2010-04-01,0.0,2421500.0,0.0,0.0,0.0,0.000233593,0,1.0,0.0,5.72e-05,6.085476906,0.0,0.0,641.3388712,0.0,195,198,49054,198,198,10924.2,1473.0,0.0
2010-04-02,0.0,2428900.0,0.0,0.0,0.0,0.000239284,0,1.0,0.0,4.48e-05,6.085476906,0.0,0.0,528.5714286,0.0,152,155,49209,155,155,8800.0,1400.0,0.0
2010-04-03,0.0,2437200.0,0.0,0.0,0.0,0.000235765,0,1.0,0.0,5.02e-05,6.085476906,0.0,0.0,496.4886884,0.0,173,171,49380,171,171,10023.48,1672.0,0.0
2010-04-04,0.0,2445500.0,0.0,0.0,0.0,0.000249277,0,1.0,0.0,5.02e-05,6.085476906,0.0,0.26,394.0054211,0.0,172,175,49555,175,175,10500.0,2107.0,0.0
2010-04-05,0.0,2453800.0,0.0,0.0,0.0,0.000279349,0,1.0,0.0,5.02e-05,6.085476906,0.0,0.0,197.1491754,0.0,176,179,49734,179,179,12594.74,4210.0,0.0
2010-04-06,0.0,2461050.0,0.0,0.0,0.0,0.000378641,0,1.0,0.0,4.39e-05,6.085476906,0.0,0.0,70.35515281,0.0,175,175,49909,175,175,19633.45,10305.0,0.0
2010-04-07,0.0,2470700.0,0.0,0.0,0.0,0.000282715,0,1.0,0.0,5.84e-05,6.085476906,0.0,0.0,175.48358,0.0,203,207,50116,207,207,15153.14,5499.0,0.0
2010-04-08,0.0,2480450.0,0.0,0.0,0.0,0.000264867,0,1.0,0.0,5.9e-05,6.085476906,0.0,0.0,301.1117974,0.0,209,208,50324,208,208,13238.74,3238.0,0.0
2010-04-09,0.0,2489300.0,0.0,0.0,0.0,0.000254864,0,1.0,0.0,5.35e-05,6.085476906,0.0,0.0,367.2183933,0.0,190,189,50513,189,189,11424.01,2410.0,0.0
2010-04-10,0.0,2501300.0,0.0,0.0,0.0,0.000431446,0,1.0,0.0,7.26e-05,6.085476906,0.0,0.0,52.5433384,0.0,302,294,50807,294,294,53193.0,22838.0,0.0
2010-04-11,0.0,2513250.0,0.0,0.0,0.0,0.00029413,0,1.0,0.0,7.23e-05,6.085476906,0.0,0.0,114.7652451,0.0,269,271,51078,271,271,22677.31,10413.0,0.0
2010-04-12,0.0,2524100.0,0.0,0.0,0.0,0.000338959,0,1.0,0.0,8.44e-05,7.819796993,0.0,0.0,45.93747592,0.0,259,270,51348,270,270,43764.61,23619.0,0.0
2010-04-13,0.0,2532350.0,0.0,0.0,0.0,0.000265055,0,5.0,0.0,6.41e-05,7.819796993,0.0,0.0,251.7538854,0.0,182,190,51538,190,190,11577.0,3277.0,0.0
2010-04-14,0.0,2542350.0,0.0,0.0,0.0,0.000287665,0,10.0,0.0,7.77e-05,7.819796993,0.0,0.0,194.2143544,0.0,233,230,51768,230,230,15257.29,5149.0,0.0
2010-04-15,0.0,2552650.0,0.0,0.0,0.0,0.000655267,0,1.0,0.0,8.01e-05,7.819796993,0.0,0.0,22.48219596,0.0,277,287,52055,287,287,114696.12,45814.0,0.0
2010-04-16,0.0,2562750.0,0.0,0.0,0.0,0.000319238,0,1.0,0.0,7.85e-05,7.819796993,0.0,0.0,131.3173733,0.0,231,234,52289,234,234,27931.63,7691.0,0.0
2010-04-17,0.0,2573250.0,0.0,0.0,0.0,0.00029749,0,1.0,0.0,8.16e-05,7.819796993,0.0,0.0,133.655124,0.0,236,242,52531,242,242,18391.58,7856.0,0.0
2010-04-18,0.0,2586500.0,0.0,0.0,0.0,0.001309185,0,1.0,0.0,0.000103012,7.819796993,0.0,0.0,150.0574748,0.0,1346,1337,53868,1337,308,25304.6,8830.0,0.0
2010-04-19,0.0,2597350.0,0.0,0.0,0.0,0.002816005,0,1.0,0.0,8.44e-05,7.819796993,0.0,0.0,119.3430304,0.0,2286,2296,56164,2296,265,43832.61,9091.0,0.0
2010-04-20,0.0,2607600.0,0.0,0.0,0.0,0.000461834,0,1.0,0.0,7.97e-05,7.819796993,0.0,0.0,32.10569508,0.0,234,242,56406,242,242,42263.8,31926.0,0.0
2010-04-21,0.0,2618650.0,0.0,0.0,0.0,0.000266701,0,1.0,0.0,8.59e-05,7.819796993,0.0,0.0,280.0999741,0.0,241,251,56657,251,251,15308.81,3945.0,0.0
2010-04-22,0.0,2627500.0,0.0,0.0,0.0,0.000317887,0,1.0,0.0,0.000100871,11.46431581,0.0,0.0,40.00500854,0.0,207,210,56867,210,210,31902.85,22122.0,0.0
2010-04-23,0.0,2635000.0,0.0,0.0,0.0,0.000301907,0,1.0,0.0,8.55e-05,11.46431581,0.0,0.0,163.4627959,0.0,192,198,57065,198,198,13790.99,4588.0,0.0
2010-04-24,0.0,2642350.0,0.0,0.0,0.0,0.000393163,0,1.0,0.0,8.38e-05,11.46431581,0.0,0.0,261.0038884,0.0,184,191,57256,191,191,19781.1,2816.0,0.0
2010-04-25,0.0,2650800.0,0.0,0.0,0.0,0.000315059,0,1.0,0.0,9.63e-05,11.46431581,0.0,0.0,110.4459664,0.0,196,210,57466,210,210,21180.8,7651.0,0.0
2010-04-26,0.0,2659300.0,0.0,0.0,0.0,0.000356265,0,1.0,0.0,9.69e-05,11.46431581,0.0,0.0,99.5345297,0.0,211,220,57686,220,220,17815.5,8540.0,0.0
2010-04-27,0.0,2667800.0,0.0,0.0,0.0,0.000307541,0,1.0,0.0,9.69e-05,11.46431581,0.0,0.0,63.42469474,0.0,216,225,57911,225,225,22343.93,13402.0,0.0
2010-04-28,0.0,2676550.0,0.0,0.0,0.0,0.000326983,0,1.0,0.0,9.97e-05,11.46431581,0.0,0.0,129.2571775,0.0,212,219,58130,219,219,16271.87,6769.0,0.0
2010-04-29,0.0,2684500.0,0.0,0.0,0.0,0.000292377,0,1.0,0.0,9.06e-05,11.46431581,0.0,0.0,146.4671029,0.0,188,197,58327,197,197,13386.03,5428.0,0.0
2010-04-30,0.0,2692150.0,0.0,0.0,0.0,0.000272954,0,1.0,0.0,8.72e-05,11.46431581,0.0,0.0,23.00603119,0.0,179,181,58508,181,181,40960.32,33252.0,0.0
2010-05-01,0.0,2700300.0,0.0,0.0,0.0,0.000268153,0,1.0,0.0,9.29e-05,11.46431581,0.0,0.0,106.1336111,0.0,181,187,58695,187,187,41344.6,7679.0,0.0
2010-05-02,0.0,2708800.0,0.0,0.0,0.0,0.000257171,0,1.0,0.0,9.69e-05,11.46431581,0.0,0.0,381.3369224,0.0,190,197,58892,197,197,12403.0,2229.0,0.0
2010-05-03,0.0,2716800.0,0.0,0.0,0.0,0.000309744,0,1.0,0.0,9.12e-05,11.46431581,0.0,0.0,104.5341696,0.0,178,186,59078,186,186,15751.0,7653.0,0.0
2010-05-04,0.0,2723300.0,0.0,0.0,0.0,0.000323738,0,1.0,0.0,8.3e-05,12.84918315,0.0,0.0,109.0600367,0.0,148,151,59229,151,151,12603.99,5960.0,0.0
2010-05-05,0.0,2730600.0,0.0,0.0,0.0,0.000471747,0,1.0,0.0,9.33e-05,12.84918315,0.0,0.0,28.10092775,0.0,171,191,59420,191,191,36805.82,25978.0,0.0
2010-05-06,0.0,2738150.0,0.0,0.0,0.0,0.000340444,0,1.0,0.0,9.64e-05,12.84918315,0.0,0.0,79.47360055,0.0,166,173,59593,173,173,17099.97,9500.0,0.0
2010-05-07,0.0,2744700.0,0.0,0.0,0.0,0.000458847,0,1.0,0.0,8.37e-05,12.84918315,0.0,0.0,17.29509015,0.0,153,166,59759,166,166,49545.01,37872.0,0.0
2010-05-08,0.0,2752100.0,0.0,0.0,0.0,0.000266182,0,1.0,0.0,9.45e-05,12.84918315,0.0,0.0,230.4578013,0.0,163,170,59929,170,170,10660.0,3211.0,0.0
2010-05-09,0.0,2759200.0,0.0,0.0,0.0,0.000540162,0,1.0,0.0,9.07e-05,12.84918315,0.0,0.0,30.89979328,0.0,186,193,60122,193,193,31698.66,22978.0,0.0
2010-05-10,0.0,2766050.0,0.0,0.0,0.0,0.000312314,0,1.0,0.0,8.75e-05,12.84918315,0.0,0.0,115.1059311,0.0,154,161,60283,161,161,12842.67,5951.0,0.0
2010-05-11,0.0,2771800.0,0.0,0.0,0.0,0.000325852,0,1.0,0.0,7.35e-05,12.84918315,0.0,0.0,118.5552344,0.0,134,138,60421,138,138,10621.26,4850.0,0.0
2010-05-12,0.0,2777850.0,0.0,0.0,0.0,0.000295099,0,1.0,0.0,7.73e-05,12.84918315,0.0,0.0,64.02116402,0.0,133,147,60568,147,147,15700.0,9450.0,0.0
2010-05-13,0.0,2784350.0,0.0,0.0,0.0,0.000374138,0,1.0,0.0,8.3e-05,12.84918315,0.0,0.0,32.29332273,0.0,152,164,60732,164,164,26670.11,20128.0,0.0
2010-05-14,0.0,2790350.0,0.0,0.0,0.0,0.000348692,0,1.0,0.0,7.66e-05,12.84918315,0.0,0.0,49.86246271,0.0,146,148,60880,148,148,23275.33,12033.0,0.0
2010-05-15,0.0,2795650.0,0.0,0.0,0.0,0.003375321,0,1.0,0.0,6.77e-05,12.84918315,0.0,9.35,141.2689458,0.0,131,138,61018,138,138,9270.03,3758.0,0.0
2010-05-16,0.0,2800450.0,0.0,0.0,0.0,0.000291063,0,1.0,0.0,6.13e-05,12.84918315,0.0,0.0,178.5289217,0.0,110,118,61136,118,118,7488.64,2689.0,0.0
2010-05-17,0.0,2807650.0,0.0,0.0,0.0,0.000324597,0,1.0,0.0,9.2e-05,12.84918315,0.0,0.0,74.83722903,0.0,158,173,61309,173,173,16847.48,9621.0,0.0
2010-05-18,0.0,2816050.0,0.0,0.0,0.0,0.000320792,0,1.0,0.0,0.000107308,12.84918315,0.0,0.0,105.3160799,0.0,204,217,61526,217,217,16526.0,7976.0,0.0
2010-05-19,0.0,2824150.0,0.0,0.0,0.0,0.000373019,0,1.0,0.0,0.000103475,12.84918315,0.0,0.0,58.84528123,0.0,208,212,61738,212,212,25418.51,13765.0,0.0
2010-05-20,0.0,2833300.0,0.0,0.0,0.0,0.000286891,0,1.0,0.0,0.000107765,11.84622815,0.0,0.0,235.3358744,0.0,213,221,61959,221,221,13394.97,3888.0,0.0
2010-06-08,0.0,2997450.0,0.0,0.0,0.0,0.000365335,0,1.0,0.0,0.00013053,16.61907875,0.0,0.0,39.59542497,0.0,219,222,66317,222,222,27900.8,19952.0,0.0
2010-06-09,0.0,3005550.0,0.0,0.0,0.0,0.000298321,0,1.0,0.0,0.000133834,16.61907875,0.0,0.0,46.93823623,0.0,205,199,66516,199,199,54760.96,17257.0,0.0
2010-06-10,0.0,3013900.0,0.0,0.0,0.0,0.000342737,0,1.0,0.0,0.000137965,16.61907875,0.0,0.0,26.76951289,0.0,218,224,66740,224,224,53895.02,31192.0,0.0
2010-06-11,0.0,3022300.0,0.0,0.0,0.0,0.000355458,0,1.0,0.0,0.000138791,16.61907875,0.0,0.0,112.1773898,0.0,252,248,66988,248,248,28105.0,7488.0,0.0
2010-06-12,0.0,3029150.0,0.0,0.0,0.0,0.000416628,0,1.0,0.0,0.000118373,17.38148816,0.0,0.0,87.84281138,0.0,218,226,67214,226,226,21898.01,7798.0,0.0
2010-06-13,0.0,3037200.0,0.0,0.0,0.0,0.00032664,0,1.0,0.0,0.00013911,17.38148816,0.0,0.0,124.9644899,0.0,216,221,67435,221,221,15143.46,6442.0,0.0
2010-06-14,0.0,3044800.0,0.0,0.0,0.0,0.000463612,0,1.0,0.0,0.000131334,17.38148816,0.0,0.0,55.24845813,0.0,244,246,67681,246,246,49237.65,13756.0,0.0
2010-06-15,0.0,3054600.0,0.0,0.0,0.0,0.000383658,0,1.0,0.0,0.000169352,17.38148816,0.0,0.0,52.42606988,0.0,298,288,67969,288,288,55578.0,18693.0,0.0
2010-06-16,0.0,3061950.0,0.0,0.0,0.0,0.000332796,0,1.0,0.0,0.000127014,17.38148816,0.0,0.0,135.2149366,0.0,196,196,68165,196,196,17190.08,5436.0,0.0
2010-06-17,0.0,3069100.0,0.0,0.0,0.0,0.000398741,0,1.0,0.0,0.000123558,17.38148816,0.0,0.0,26.27451614,0.0,210,208,68373,208,208,43867.51,27213.0,0.0
2010-06-18,0.0,3076500.0,0.0,0.0,0.0,0.000287412,0,1.0,0.0,0.000127878,17.38148816,0.0,0.0,281.7244583,0.0,187,184,68557,184,184,14211.62,2627.0,0.0
2010-06-19,0.0,3084400.0,0.0,0.0,0.0,0.000468703,0,1.0,0.0,0.000136518,17.38148816,0.0,0.0,17.22304365,0.0,214,218,68775,218,218,63472.79,45869.0,0.0
2010-06-20,0.0,3093050.0,0.0,0.0,0.0,0.000320214,0,1.0,0.0,0.000149479,17.38148816,0.0,0.0,65.56497299,0.0,219,216,68991,216,216,33103.01,13193.0,0.0
2010-06-21,0.0,3101150.0,0.0,0.0,0.0,0.000372204,0,1.0,0.0,0.000139974,17.38148816,0.0,0.0,134.2615614,0.0,254,242,69233,242,242,45623.09,6033.0,0.0
2010-06-22,0.0,3109050.0,0.0,0.0,0.0,0.000388994,0,1.0,0.0,0.000136518,17.38148816,0.0,0.0,99.06713868,0.0,250,235,69468,235,235,39649.42,7974.0,0.0
2010-06-23,0.0,3117600.0,0.0,0.0,0.0,0.000357485,0,1.0,0.0,0.000147751,17.38148816,0.0,0.0,115.9601911,0.0,256,242,69710,242,242,43859.22,7373.0,0.0
2010-06-24,0.0,3126700.0,0.0,0.0,0.0,0.000355912,0,1.0,0.0,0.00017556,19.40479633,0.0,0.0,37.18023466,0.0,251,247,69957,247,247,45664.37,24475.0,0.0
2010-06-25,0.0,3134300.0,0.0,0.0,0.0,0.000347513,0,1.0,0.0,0.000146622,19.40479633,0.0,0.0,88.28996283,0.0,227,227,70184,227,227,40130.0,8608.0,0.0
2010-06-26,0.0,3142450.0,0.0,0.0,0.0,0.000282509,0,1.0,0.0,0.000157233,19.40479633,0.0,0.0,34.96203509,0.0,198,205,70389,205,205,52315.0,23311.0,0.0
2010-06-27,0.0,3150400.0,0.0,0.0,0.0,0.00032573,0,1.0,0.0,0.000153374,19.40479633,0.0,0.0,67.94442061,0.0,197,215,70604,215,215,33347.74,11701.0,0.0
2010-06-28,0.0,3158550.0,0.0,0.0,0.0,0.000329337,0,1.0,0.0,0.000157233,19.40479633,0.0,0.0,41.99732042,0.0,217,236,70840,236,236,43325.05,19406.0,0.0
2010-06-29,0.0,3166600.0,0.0,0.0,0.0,0.000446801,0,1.0,0.0,0.000155303,19.40479633,0.0,0.0,27.10790935,0.0,235,253,71093,253,253,59574.05,29696.0,0.0
2010-06-30,0.0,3175800.0,0.0,0.0,0.0,0.000648353,0,1.0,0.0,0.00017749,19.40479633,0.0,0.0,32.95006203,0.0,274,283,71376,283,283,42443.12,27921.0,0.0
2010-07-01,0.0,3186200.0,0.0,0.0,0.0,0.000830183,0,1.0,0.0,0.00020064,19.40479633,0.0,1.37,31.57038776,0.0,257,273,71649,273,273,47384.78,32945.0,0.0
2010-07-02,0.0,3194950.0,0.0,0.0,0.0,0.000344246,0,1.0,0.0,0.000168808,19.40479633,0.0,0.0,43.59265232,0.0,223,239,71888,239,239,39069.81,20072.0,0.0
2010-07-03,0.0,3204950.0,0.0,0.0,0.0,0.000621565,0,1.0,0.0,0.000192924,19.40479633,0.0,0.0,10.14640862,0.0,256,283,72171,283,283,129295.4,98557.0,0.0
2010-07-04,0.0,3214250.0,0.0,0.0,0.0,0.000341538,0,1.0,0.0,0.000179419,19.40479633,0.0,0.0,76.4425448,0.0,223,245,72416,245,245,21766.5,12166.0,0.0
2010-07-05,0.0,3223050.0,0.0,0.0,0.0,0.00046575,0,1.0,0.0,0.000169773,19.40479633,0.0,0.0,17.34126828,0.0,215,243,72659,243,243,59620.0,50746.0,0.0
2010-07-06,0.0,3231450.0,0.0,0.0,0.0,0.00033469,0,1.0,0.0,0.000196267,23.50125722,0.0,0.0,29.35055605,0.0,209,224,72883,224,224,37157.51,28620.0,0.0
2010-07-07,0.0,3239150.0,0.0,0.0,0.0,0.00043324,0,3.0,0.0,0.000179911,23.50125722,0.0,0.0,18.28986877,0.0,215,209,73092,209,209,61310.31,42100.0,0.0
2010-07-08,0.0,3247050.0,0.0,0.0,0.0,0.000341013,0,2.0,0.0,0.000184584,23.50125722,0.0,0.0,178.0482308,0.0,236,240,73332,240,240,21542.94,4437.0,0.0
2010-07-09,0.0,3256500.0,0.0,0.0,0.0,0.000318921,0,9.0,0.0,0.0002208,23.50125722,0.0,0.0,153.3841909,0.0,262,258,73590,258,258,25316.0,6161.0,0.0
2010-07-10,0.0,3266250.0,0.0,0.0,0.0,0.000350867,0,2.0,0.0,0.000227809,23.50125722,0.0,0.0,68.32458311,0.0,237,238,73828,238,238,30853.74,14270.0,0.0
2010-07-11,0.0,3275100.0,0.0,0.0,0.0,0.000347339,0,2.0,0.0,0.000206781,23.50125722,0.0,0.0,45.65816634,0.0,240,242,74070,242,242,33656.99,19383.0,0.0
2010-07-12,0.0,3300750.0,0.0,0.0,0.0,0.000900082,0,2.0,0.0,0.000599314,23.50125722,0.0,0.0,34.65581172,0.0,2822,1830,75900,1830,648,2490710.99,74014.0,0.0
2010-07-13,0.0,3337950.0,0.0,0.0,0.0,0.000605849,0,2.0,0.0,0.001678569,45.38582234,0.0,0.0,88.63233165,0.0,2122,1739,77639,1739,1142,375367.98,41971.0,0.0
2010-07-14,0.0,3366650.0,0.0,0.0,1.0,0.002653408,0,2.0,0.0,0.001295025,45.38582234,0.0,0.01,67.55821541,0.0,6109,5659,83298,5659,951,457056.19,42482.0,0.0
2010-07-15,0.0,3397850.0,0.0,0.0,1.0,0.001015356,0,3.0,0.0,0.001407832,45.38582234,0.0,0.61,56.35919594,0.0,2015,1793,85091,1793,1057,108133.06,55359.0,0.0
2010-07-16,0.0,3427750.0,0.0,0.0,1.0,0.000637025,0,2.0,0.0,0.00539669,181.5432894,0.0,0.23,74.09821359,0.0,1683,1393,86484,1393,1185,99601.75,40352.0,0.0
2010-07-17,0.0,3436900.0,0.0,1.0,1.0,0.000788093,0,2.0,0.0,0.001651496,181.5432894,0.0,0.09,31.2434696,0.0,548,462,86946,462,462,44761.64,29286.0,0.0
2010-07-18,0.0,3445850.0,0.0,5.2507,1.0,0.000713721,0,2.0,0.0,0.001615397,181.5432894,0.0,0.66,36.22876013,0.0,549,427,87373,427,427,42807.91,24704.0,0.0
2010-07-19,0.0,3454050.0,0.0,51.66,1.0,0.000959512,0,2.0,0.0,0.001480029,181.5432894,0.0,0.31,23.88892466,0.0,606,487,87860,487,487,56879.76,34326.0,0.0
2010-07-20,0.0,3462950.0,0.0,20.96,1.0,0.001116056,0,10.0,0.0,0.001606373,181.5432894,0.0,0.0,64.07081481,0.0,757,627,88487,627,436,38158.85,13891.0,0.0
